queryID,query_name,qstart,qend,refID,ref_name,rstart,rend,identity,evalue,qproduct,qgeneID,rproduct,rgeneID,merged_query,merged_query_name,merged_ref,merged_ref_name
patchman,Patchman_contig_1,32246,31769,coliflower,Coliflower_contig_1,32241,31899,100,1.35E-64,DNA polymerase,QLZSKYRQ_CDS_0055,hypothetical protein,JDOEVDKM_CDS_0055,patchman - QLZSKYRQ_CDS_0055,patchman - QLZSKYRQ_CDS_0055 - DNA polymerase,coliflower - JDOEVDKM_CDS_0055,coliflower - JDOEVDKM_CDS_0055 - hypothetical protein
patchman,Patchman_contig_1,33509,32894,coliflower,Coliflower_contig_1,33406,32890,100,8.89E-117,Gp2.5-like ssDNA binding protein and ssDNA annealing protein,QLZSKYRQ_CDS_0059,Gp2.5-like ssDNA binding protein and ssDNA annealing protein,JDOEVDKM_CDS_0059,patchman - QLZSKYRQ_CDS_0059,patchman - QLZSKYRQ_CDS_0059 - Gp2.5-like ssDNA binding protein and ssDNA annealing protein,coliflower - JDOEVDKM_CDS_0059,coliflower - JDOEVDKM_CDS_0059 - Gp2.5-like ssDNA binding protein and ssDNA annealing protein
patchman,Patchman_contig_1,38538,38397,coliflower,Coliflower_contig_1,38531,38390,100,1.20E-28,hypothetical protein,QLZSKYRQ_CDS_0071,hypothetical protein,JDOEVDKM_CDS_0074,patchman - QLZSKYRQ_CDS_0071,patchman - QLZSKYRQ_CDS_0071 - hypothetical protein,coliflower - JDOEVDKM_CDS_0074,coliflower - JDOEVDKM_CDS_0074 - hypothetical protein
patchman,Patchman_contig_1,9466,11692,coliflower,Coliflower_contig_1,9587,11996,99.8,0,tail length tape measure protein,QLZSKYRQ_CDS_0023,tail length tape measure protein,JDOEVDKM_CDS_0021,patchman - QLZSKYRQ_CDS_0023,patchman - QLZSKYRQ_CDS_0023 - tail length tape measure protein,coliflower - JDOEVDKM_CDS_0021,coliflower - JDOEVDKM_CDS_0021 - tail length tape measure protein
patchman,Patchman_contig_1,13080,13533,coliflower,Coliflower_contig_1,13082,13535,100,1.91E-98,HNH endonuclease,QLZSKYRQ_CDS_0026,HNH endonuclease,JDOEVDKM_CDS_0023,patchman - QLZSKYRQ_CDS_0026,patchman - QLZSKYRQ_CDS_0026 - HNH endonuclease,coliflower - JDOEVDKM_CDS_0023,coliflower - JDOEVDKM_CDS_0023 - HNH endonuclease
patchman,Patchman_contig_1,15832,16348,coliflower,Coliflower_contig_1,15835,16351,100,4.57E-116,minor tail protein,QLZSKYRQ_CDS_0030,minor tail protein,JDOEVDKM_CDS_0026,patchman - QLZSKYRQ_CDS_0030,patchman - QLZSKYRQ_CDS_0030 - minor tail protein,coliflower - JDOEVDKM_CDS_0026,coliflower - JDOEVDKM_CDS_0026 - minor tail protein
patchman,Patchman_contig_1,23106,23559,coliflower,Coliflower_contig_1,23107,23770,100,1.20E-78,endolysin,QLZSKYRQ_CDS_0041,endolysin,JDOEVDKM_CDS_0039,patchman - QLZSKYRQ_CDS_0041,patchman - QLZSKYRQ_CDS_0041 - endolysin,coliflower - JDOEVDKM_CDS_0039,coliflower - JDOEVDKM_CDS_0039 - endolysin
patchman,Patchman_contig_1,24834,24237,coliflower,Coliflower_contig_1,24519,24243,93.4,1.91E-44,DNA helicase,QLZSKYRQ_CDS_0042,deoxycytidinylate deaminase,JDOEVDKM_CDS_0041,patchman - QLZSKYRQ_CDS_0042,patchman - QLZSKYRQ_CDS_0042 - DNA helicase,coliflower - JDOEVDKM_CDS_0041,coliflower - JDOEVDKM_CDS_0041 - deoxycytidinylate deaminase
patchman,Patchman_contig_1,26181,25617,coliflower,Coliflower_contig_1,26179,25528,99.4,1.87E-125,thymidylate synthase,QLZSKYRQ_CDS_0044,phosphofructokinase,JDOEVDKM_CDS_0044,patchman - QLZSKYRQ_CDS_0044,patchman - QLZSKYRQ_CDS_0044 - thymidylate synthase,coliflower - JDOEVDKM_CDS_0044,coliflower - JDOEVDKM_CDS_0044 - phosphofructokinase
patchman,Patchman_contig_1,27471,26574,coliflower,Coliflower_contig_1,27289,26572,100,2.15E-153,nucleotide pyrophosphohydrolase,QLZSKYRQ_CDS_0046,nucleotide pyrophosphohydrolase,JDOEVDKM_CDS_0045,patchman - QLZSKYRQ_CDS_0046,patchman - QLZSKYRQ_CDS_0046 - nucleotide pyrophosphohydrolase,coliflower - JDOEVDKM_CDS_0045,coliflower - JDOEVDKM_CDS_0045 - nucleotide pyrophosphohydrolase
patchman,Patchman_contig_1,28032,27903,coliflower,Coliflower_contig_1,28029,27900,66.6,6.37E-06,hypothetical protein,QLZSKYRQ_CDS_0048,hypothetical protein,JDOEVDKM_CDS_0048,patchman - QLZSKYRQ_CDS_0048,patchman - QLZSKYRQ_CDS_0048 - hypothetical protein,coliflower - JDOEVDKM_CDS_0048,coliflower - JDOEVDKM_CDS_0048 - hypothetical protein
patchman,Patchman_contig_1,34593,34218,coliflower,Coliflower_contig_1,34587,34212,100,7.86E-87,hypothetical protein,QLZSKYRQ_CDS_0062,hypothetical protein,JDOEVDKM_CDS_0063,patchman - QLZSKYRQ_CDS_0062,patchman - QLZSKYRQ_CDS_0062 - hypothetical protein,coliflower - JDOEVDKM_CDS_0063,coliflower - JDOEVDKM_CDS_0063 - hypothetical protein
patchman,Patchman_contig_1,8279,8564,coliflower,Coliflower_contig_1,8281,8647,87.9,1.20E-51,Tail assembly chaperone,QLZSKYRQ_CDS_0018,Tail assembly chaperone,JDOEVDKM_CDS_0017,patchman - QLZSKYRQ_CDS_0018,patchman - QLZSKYRQ_CDS_0018 - Tail assembly chaperone,coliflower - JDOEVDKM_CDS_0017,coliflower - JDOEVDKM_CDS_0017 - Tail assembly chaperone
patchman,Patchman_contig_1,16344,16776,coliflower,Coliflower_contig_1,16347,16779,100,2.06E-102,minor tail protein,QLZSKYRQ_CDS_0031,minor tail protein,JDOEVDKM_CDS_0027,patchman - QLZSKYRQ_CDS_0031,patchman - QLZSKYRQ_CDS_0031 - minor tail protein,coliflower - JDOEVDKM_CDS_0027,coliflower - JDOEVDKM_CDS_0027 - minor tail protein
patchman,Patchman_contig_1,20250,20577,coliflower,Coliflower_contig_1,20394,20577,100,1.59E-39,outer membrane protein,QLZSKYRQ_CDS_0033,hypothetical protein,JDOEVDKM_CDS_0031,patchman - QLZSKYRQ_CDS_0033,patchman - QLZSKYRQ_CDS_0033 - outer membrane protein,coliflower - JDOEVDKM_CDS_0031,coliflower - JDOEVDKM_CDS_0031 - hypothetical protein
patchman,Patchman_contig_1,20576,21239,coliflower,Coliflower_contig_1,20576,21239,100,2.13E-157,hypothetical protein,QLZSKYRQ_CDS_0034,hypothetical protein,JDOEVDKM_CDS_0032,patchman - QLZSKYRQ_CDS_0034,patchman - QLZSKYRQ_CDS_0034 - hypothetical protein,coliflower - JDOEVDKM_CDS_0032,coliflower - JDOEVDKM_CDS_0032 - hypothetical protein
patchman,Patchman_contig_1,21892,21709,coliflower,Coliflower_contig_1,21893,21710,100,9.40E-38,hypothetical protein,QLZSKYRQ_CDS_0035,hypothetical protein,JDOEVDKM_CDS_0033,patchman - QLZSKYRQ_CDS_0035,patchman - QLZSKYRQ_CDS_0035 - hypothetical protein,coliflower - JDOEVDKM_CDS_0033,coliflower - JDOEVDKM_CDS_0033 - hypothetical protein
patchman,Patchman_contig_1,22050,22368,coliflower,Coliflower_contig_1,22050,22368,100,2.03E-67,hypothetical protein,QLZSKYRQ_CDS_0038,hypothetical protein,JDOEVDKM_CDS_0036,patchman - QLZSKYRQ_CDS_0038,patchman - QLZSKYRQ_CDS_0038 - hypothetical protein,coliflower - JDOEVDKM_CDS_0036,coliflower - JDOEVDKM_CDS_0036 - hypothetical protein
patchman,Patchman_contig_1,22627,23110,coliflower,Coliflower_contig_1,22628,23111,100,7.77E-105,Rz-like spanin,QLZSKYRQ_CDS_0040,Rz-like spanin,JDOEVDKM_CDS_0038,patchman - QLZSKYRQ_CDS_0040,patchman - QLZSKYRQ_CDS_0040 - Rz-like spanin,coliflower - JDOEVDKM_CDS_0038,coliflower - JDOEVDKM_CDS_0038 - Rz-like spanin
patchman,Patchman_contig_1,29646,28980,coliflower,Coliflower_contig_1,29645,28097,100,1.95E-150,DNA helicase,QLZSKYRQ_CDS_0052,DNA helicase,JDOEVDKM_CDS_0050,patchman - QLZSKYRQ_CDS_0052,patchman - QLZSKYRQ_CDS_0052 - DNA helicase,coliflower - JDOEVDKM_CDS_0050,coliflower - JDOEVDKM_CDS_0050 - DNA helicase
patchman,Patchman_contig_1,31770,29997,coliflower,Coliflower_contig_1,31228,29995,96.3,1.48E-267,DNA polymerase,QLZSKYRQ_CDS_0055,DNA polymerase,JDOEVDKM_CDS_0053,patchman - QLZSKYRQ_CDS_0055,patchman - QLZSKYRQ_CDS_0055 - DNA polymerase,coliflower - JDOEVDKM_CDS_0053,coliflower - JDOEVDKM_CDS_0053 - DNA polymerase
patchman,Patchman_contig_1,14558,15818,coliflower,Coliflower_contig_1,13545,15513,99.6,3.19E-191,virion structural protein,QLZSKYRQ_CDS_0029,virion structural protein,JDOEVDKM_CDS_0024,patchman - QLZSKYRQ_CDS_0029,patchman - QLZSKYRQ_CDS_0029 - virion structural protein,coliflower - JDOEVDKM_CDS_0024,coliflower - JDOEVDKM_CDS_0024 - virion structural protein
patchman,Patchman_contig_1,24238,23509,coliflower,Coliflower_contig_1,24239,23777,94.6,8.62E-84,endolysin,QLZSKYRQ_CDS_0041,DNA helicase,JDOEVDKM_CDS_0040,patchman - QLZSKYRQ_CDS_0041,patchman - QLZSKYRQ_CDS_0041 - endolysin,coliflower - JDOEVDKM_CDS_0040,coliflower - JDOEVDKM_CDS_0040 - DNA helicase
patchman,Patchman_contig_1,25621,24751,coliflower,Coliflower_contig_1,25474,24751,100,1.94E-167,dCMP deaminase,QLZSKYRQ_CDS_0043,dCMP deaminase,JDOEVDKM_CDS_0042,patchman - QLZSKYRQ_CDS_0043,patchman - QLZSKYRQ_CDS_0043 - dCMP deaminase,coliflower - JDOEVDKM_CDS_0042,coliflower - JDOEVDKM_CDS_0042 - dCMP deaminase
patchman,Patchman_contig_1,26578,26113,coliflower,Coliflower_contig_1,26576,26111,100,2.88E-104,phosphofructokinase,QLZSKYRQ_CDS_0045,phosphofructokinase,JDOEVDKM_CDS_0044,patchman - QLZSKYRQ_CDS_0045,patchman - QLZSKYRQ_CDS_0045 - phosphofructokinase,coliflower - JDOEVDKM_CDS_0044,coliflower - JDOEVDKM_CDS_0044 - phosphofructokinase
patchman,Patchman_contig_1,27907,27688,coliflower,Coliflower_contig_1,27923,27671,59.3,2.78E-11,hypothetical protein,QLZSKYRQ_CDS_0048,hypothetical protein,JDOEVDKM_CDS_0048,patchman - QLZSKYRQ_CDS_0048,patchman - QLZSKYRQ_CDS_0048 - hypothetical protein,coliflower - JDOEVDKM_CDS_0048,coliflower - JDOEVDKM_CDS_0048 - hypothetical protein
patchman,Patchman_contig_1,34215,33981,coliflower,Coliflower_contig_1,34209,33975,100,6.34E-50,hypothetical protein,QLZSKYRQ_CDS_0061,hypothetical protein,JDOEVDKM_CDS_0061,patchman - QLZSKYRQ_CDS_0061,patchman - QLZSKYRQ_CDS_0061 - hypothetical protein,coliflower - JDOEVDKM_CDS_0061,coliflower - JDOEVDKM_CDS_0061 - hypothetical protein
patchman,Patchman_contig_1,35001,34596,coliflower,Coliflower_contig_1,34908,34590,100,1.49E-68,exonuclease,QLZSKYRQ_CDS_0063,exonuclease,JDOEVDKM_CDS_0064,patchman - QLZSKYRQ_CDS_0063,patchman - QLZSKYRQ_CDS_0063 - exonuclease,coliflower - JDOEVDKM_CDS_0064,coliflower - JDOEVDKM_CDS_0064 - exonuclease
patchman,Patchman_contig_1,35948,35786,coliflower,Coliflower_contig_1,35943,35781,100,4.50E-34,exonuclease,QLZSKYRQ_CDS_0065,exonuclease,JDOEVDKM_CDS_0067,patchman - QLZSKYRQ_CDS_0065,patchman - QLZSKYRQ_CDS_0065 - exonuclease,coliflower - JDOEVDKM_CDS_0067,coliflower - JDOEVDKM_CDS_0067 - exonuclease
patchman,Patchman_contig_1,37762,36598,coliflower,Coliflower_contig_1,37638,36591,99.4,2.85E-238,hypothetical protein,QLZSKYRQ_CDS_0067,hypothetical protein,JDOEVDKM_CDS_0069,patchman - QLZSKYRQ_CDS_0067,patchman - QLZSKYRQ_CDS_0067 - hypothetical protein,coliflower - JDOEVDKM_CDS_0069,coliflower - JDOEVDKM_CDS_0069 - hypothetical protein
patchman,Patchman_contig_1,38347,38200,coliflower,Coliflower_contig_1,38339,38192,97.9,2.40E-30,protease,QLZSKYRQ_CDS_0069,protease,JDOEVDKM_CDS_0072,patchman - QLZSKYRQ_CDS_0069,patchman - QLZSKYRQ_CDS_0069 - protease,coliflower - JDOEVDKM_CDS_0072,coliflower - JDOEVDKM_CDS_0072 - protease
patchman,Patchman_contig_1,43735,43996,coliflower,Coliflower_contig_1,43726,43987,100,1.08E-56,hypothetical protein,QLZSKYRQ_CDS_0082,hypothetical protein,JDOEVDKM_CDS_0088,patchman - QLZSKYRQ_CDS_0082,patchman - QLZSKYRQ_CDS_0082 - hypothetical protein,coliflower - JDOEVDKM_CDS_0088,coliflower - JDOEVDKM_CDS_0088 - hypothetical protein
patchman,Patchman_contig_1,44746,45025,coliflower,Coliflower_contig_1,44738,45017,100,7.18E-64,hypothetical protein,QLZSKYRQ_CDS_0084,hypothetical protein,JDOEVDKM_CDS_0090,patchman - QLZSKYRQ_CDS_0084,patchman - QLZSKYRQ_CDS_0084 - hypothetical protein,coliflower - JDOEVDKM_CDS_0090,coliflower - JDOEVDKM_CDS_0090 - hypothetical protein
patchman,Patchman_contig_1,45640,46120,coliflower,Coliflower_contig_1,45632,45995,94.2,3.62E-63,terminase small subunit,QLZSKYRQ_CDS_0086,terminase small subunit,JDOEVDKM_CDS_0092,patchman - QLZSKYRQ_CDS_0086,patchman - QLZSKYRQ_CDS_0086 - terminase small subunit,coliflower - JDOEVDKM_CDS_0092,coliflower - JDOEVDKM_CDS_0092 - terminase small subunit
patchman,Patchman_contig_1,5511,6066,coliflower,Coliflower_contig_1,5512,6067,100,3.27E-126,head-tail adaptor Ad1,QLZSKYRQ_CDS_0012,head-tail adaptor Ad1,JDOEVDKM_CDS_0012,patchman - QLZSKYRQ_CDS_0012,patchman - QLZSKYRQ_CDS_0012 - head-tail adaptor Ad1,coliflower - JDOEVDKM_CDS_0012,coliflower - JDOEVDKM_CDS_0012 - head-tail adaptor Ad1
patchman,Patchman_contig_1,6315,6528,coliflower,Coliflower_contig_1,6068,6530,100,5.48E-48,hypothetical protein,QLZSKYRQ_CDS_0014,hypothetical protein,JDOEVDKM_CDS_0013,patchman - QLZSKYRQ_CDS_0014,patchman - QLZSKYRQ_CDS_0014 - hypothetical protein,coliflower - JDOEVDKM_CDS_0013,coliflower - JDOEVDKM_CDS_0013 - hypothetical protein
patchman,Patchman_contig_1,6779,6902,coliflower,Coliflower_contig_1,6781,6904,100,1.52E-23,hypothetical protein,QLZSKYRQ_CDS_0016,hypothetical protein,JDOEVDKM_CDS_0015,patchman - QLZSKYRQ_CDS_0016,patchman - QLZSKYRQ_CDS_0016 - hypothetical protein,coliflower - JDOEVDKM_CDS_0015,coliflower - JDOEVDKM_CDS_0015 - hypothetical protein
patchman,Patchman_contig_1,8730,8853,coliflower,Coliflower_contig_1,8732,8855,100,1.22E-25,hypothetical protein,QLZSKYRQ_CDS_0020,hypothetical protein,JDOEVDKM_CDS_0018,patchman - QLZSKYRQ_CDS_0020,patchman - QLZSKYRQ_CDS_0020 - hypothetical protein,coliflower - JDOEVDKM_CDS_0018,coliflower - JDOEVDKM_CDS_0018 - hypothetical protein
patchman,Patchman_contig_1,39339,39525,coliflower,Coliflower_contig_1,39231,39516,100,3.99E-39,hypothetical protein,QLZSKYRQ_CDS_0074,hypothetical protein,JDOEVDKM_CDS_0077,patchman - QLZSKYRQ_CDS_0074,patchman - QLZSKYRQ_CDS_0074 - hypothetical protein,coliflower - JDOEVDKM_CDS_0077,coliflower - JDOEVDKM_CDS_0077 - hypothetical protein
patchman,Patchman_contig_1,40444,41932,coliflower,Coliflower_contig_1,40705,41920,100,1.36E-283,DNA primase,QLZSKYRQ_CDS_0076,DNA primase,JDOEVDKM_CDS_0081,patchman - QLZSKYRQ_CDS_0076,patchman - QLZSKYRQ_CDS_0076 - DNA primase,coliflower - JDOEVDKM_CDS_0081,coliflower - JDOEVDKM_CDS_0081 - DNA primase
patchman,Patchman_contig_1,42223,42337,coliflower,Coliflower_contig_1,42229,42325,100,1.30E-16,hypothetical protein,QLZSKYRQ_CDS_0078,hypothetical protein,JDOEVDKM_CDS_0084,patchman - QLZSKYRQ_CDS_0078,patchman - QLZSKYRQ_CDS_0078 - hypothetical protein,coliflower - JDOEVDKM_CDS_0084,coliflower - JDOEVDKM_CDS_0084 - hypothetical protein
patchman,Patchman_contig_1,42956,43133,coliflower,Coliflower_contig_1,42944,43103,100,5.00E-28,hypothetical protein,QLZSKYRQ_CDS_0080,hypothetical protein,JDOEVDKM_CDS_0086,patchman - QLZSKYRQ_CDS_0080,patchman - QLZSKYRQ_CDS_0080 - hypothetical protein,coliflower - JDOEVDKM_CDS_0086,coliflower - JDOEVDKM_CDS_0086 - hypothetical protein
patchman,Patchman_contig_1,1015,1129,coliflower,Coliflower_contig_1,565,1129,100,1.63E-21,hypothetical protein,QLZSKYRQ_CDS_0002,terminase large subunit,JDOEVDKM_CDS_0002,patchman - QLZSKYRQ_CDS_0002,patchman - QLZSKYRQ_CDS_0002 - hypothetical protein,coliflower - JDOEVDKM_CDS_0002,coliflower - JDOEVDKM_CDS_0002 - terminase large subunit
patchman,Patchman_contig_1,3023,3371,coliflower,Coliflower_contig_1,3023,3371,100,3.33E-75,hypothetical protein,QLZSKYRQ_CDS_0006,hypothetical protein,JDOEVDKM_CDS_0006,patchman - QLZSKYRQ_CDS_0006,patchman - QLZSKYRQ_CDS_0006 - hypothetical protein,coliflower - JDOEVDKM_CDS_0006,coliflower - JDOEVDKM_CDS_0006 - hypothetical protein
patchman,Patchman_contig_1,3852,4074,coliflower,Coliflower_contig_1,3793,4075,100,1.04E-50,hypothetical protein,QLZSKYRQ_CDS_0008,hypothetical protein,JDOEVDKM_CDS_0008,patchman - QLZSKYRQ_CDS_0008,patchman - QLZSKYRQ_CDS_0008 - hypothetical protein,coliflower - JDOEVDKM_CDS_0008,coliflower - JDOEVDKM_CDS_0008 - hypothetical protein
patchman,Patchman_contig_1,4896,5172,coliflower,Coliflower_contig_1,4897,5173,100,2.06E-60,hypothetical protein,QLZSKYRQ_CDS_0010,hypothetical protein,JDOEVDKM_CDS_0010,patchman - QLZSKYRQ_CDS_0010,patchman - QLZSKYRQ_CDS_0010 - hypothetical protein,coliflower - JDOEVDKM_CDS_0010,coliflower - JDOEVDKM_CDS_0010 - hypothetical protein
patchman,Patchman_contig_1,9048,9498,coliflower,Coliflower_contig_1,9050,9500,100,1.09E-95,tail completion or Neck1 protein,QLZSKYRQ_CDS_0022,tail completion or Neck1 protein,JDOEVDKM_CDS_0020,patchman - QLZSKYRQ_CDS_0022,patchman - QLZSKYRQ_CDS_0022 - tail completion or Neck1 protein,coliflower - JDOEVDKM_CDS_0020,coliflower - JDOEVDKM_CDS_0020 - tail completion or Neck1 protein
patchman,Patchman_contig_1,35754,35046,coliflower,Coliflower_contig_1,35749,35041,100,1.11E-163,exonuclease,QLZSKYRQ_CDS_0064,hypothetical protein,JDOEVDKM_CDS_0065,patchman - QLZSKYRQ_CDS_0064,patchman - QLZSKYRQ_CDS_0064 - exonuclease,coliflower - JDOEVDKM_CDS_0065,coliflower - JDOEVDKM_CDS_0065 - hypothetical protein
patchman,Patchman_contig_1,36185,35993,coliflower,Coliflower_contig_1,36180,35988,100,3.97E-40,hypothetical protein,QLZSKYRQ_CDS_0066,hypothetical protein,JDOEVDKM_CDS_0068,patchman - QLZSKYRQ_CDS_0066,patchman - QLZSKYRQ_CDS_0066 - hypothetical protein,coliflower - JDOEVDKM_CDS_0068,coliflower - JDOEVDKM_CDS_0068 - hypothetical protein
patchman,Patchman_contig_1,36752,36185,coliflower,Coliflower_contig_1,36688,36118,98.5,1.60E-85,hypothetical protein,QLZSKYRQ_CDS_0066,hypothetical protein,JDOEVDKM_CDS_0068,patchman - QLZSKYRQ_CDS_0066,patchman - QLZSKYRQ_CDS_0066 - hypothetical protein,coliflower - JDOEVDKM_CDS_0068,coliflower - JDOEVDKM_CDS_0068 - hypothetical protein
patchman,Patchman_contig_1,38213,37832,coliflower,Coliflower_contig_1,38205,37824,100,3.47E-80,protease,QLZSKYRQ_CDS_0069,protease,JDOEVDKM_CDS_0072,patchman - QLZSKYRQ_CDS_0069,patchman - QLZSKYRQ_CDS_0069 - protease,coliflower - JDOEVDKM_CDS_0072,coliflower - JDOEVDKM_CDS_0072 - protease
patchman,Patchman_contig_1,43214,43568,coliflower,Coliflower_contig_1,43195,43597,100,4.84E-40,hypothetical protein,QLZSKYRQ_CDS_0081,hypothetical protein,JDOEVDKM_CDS_0087,patchman - QLZSKYRQ_CDS_0081,patchman - QLZSKYRQ_CDS_0081 - hypothetical protein,coliflower - JDOEVDKM_CDS_0087,coliflower - JDOEVDKM_CDS_0087 - hypothetical protein
patchman,Patchman_contig_1,44094,44649,coliflower,Coliflower_contig_1,44085,44640,100,1.07E-121,hypothetical protein,QLZSKYRQ_CDS_0083,hypothetical protein,JDOEVDKM_CDS_0089,patchman - QLZSKYRQ_CDS_0083,patchman - QLZSKYRQ_CDS_0083 - hypothetical protein,coliflower - JDOEVDKM_CDS_0089,coliflower - JDOEVDKM_CDS_0089 - hypothetical protein
patchman,Patchman_contig_1,45280,45421,coliflower,Coliflower_contig_1,45272,45413,100,2.69E-28,hypothetical protein,QLZSKYRQ_CDS_0085,hypothetical protein,JDOEVDKM_CDS_0091,patchman - QLZSKYRQ_CDS_0085,patchman - QLZSKYRQ_CDS_0085 - hypothetical protein,coliflower - JDOEVDKM_CDS_0091,coliflower - JDOEVDKM_CDS_0091 - hypothetical protein
patchman,Patchman_contig_1,5181,5508,coliflower,Coliflower_contig_1,5182,5509,99,1.06E-67,hypothetical protein,QLZSKYRQ_CDS_0011,hypothetical protein,JDOEVDKM_CDS_0011,patchman - QLZSKYRQ_CDS_0011,patchman - QLZSKYRQ_CDS_0011 - hypothetical protein,coliflower - JDOEVDKM_CDS_0011,coliflower - JDOEVDKM_CDS_0011 - hypothetical protein
patchman,Patchman_contig_1,6635,6764,coliflower,Coliflower_contig_1,6637,6766,100,3.03E-25,hypothetical protein,QLZSKYRQ_CDS_0015,hypothetical protein,JDOEVDKM_CDS_0014,patchman - QLZSKYRQ_CDS_0015,patchman - QLZSKYRQ_CDS_0015 - hypothetical protein,coliflower - JDOEVDKM_CDS_0014,coliflower - JDOEVDKM_CDS_0014 - hypothetical protein
patchman,Patchman_contig_1,6913,8248,coliflower,Coliflower_contig_1,6915,8250,100,1.36E-301,minor tail protein,QLZSKYRQ_CDS_0017,minor tail protein,JDOEVDKM_CDS_0016,patchman - QLZSKYRQ_CDS_0017,patchman - QLZSKYRQ_CDS_0017 - minor tail protein,coliflower - JDOEVDKM_CDS_0016,coliflower - JDOEVDKM_CDS_0016 - minor tail protein
patchman,Patchman_contig_1,32892,32691,coliflower,Coliflower_contig_1,32883,32685,100,6.35E-37,hypothetical protein,QLZSKYRQ_CDS_0058,hypothetical protein,JDOEVDKM_CDS_0058,patchman - QLZSKYRQ_CDS_0058,patchman - QLZSKYRQ_CDS_0058 - hypothetical protein,coliflower - JDOEVDKM_CDS_0058,coliflower - JDOEVDKM_CDS_0058 - hypothetical protein
patchman,Patchman_contig_1,33909,33618,coliflower,Coliflower_contig_1,33979,33613,100,9.68E-63,hypothetical protein,QLZSKYRQ_CDS_0060,hypothetical protein,JDOEVDKM_CDS_0061,patchman - QLZSKYRQ_CDS_0060,patchman - QLZSKYRQ_CDS_0060 - hypothetical protein,coliflower - JDOEVDKM_CDS_0061,coliflower - JDOEVDKM_CDS_0061 - hypothetical protein
patchman,Patchman_contig_1,39185,38486,coliflower,Coliflower_contig_1,38920,38479,100,1.02E-94,hypothetical protein,QLZSKYRQ_CDS_0071,hypothetical protein,JDOEVDKM_CDS_0074,patchman - QLZSKYRQ_CDS_0071,patchman - QLZSKYRQ_CDS_0071 - hypothetical protein,coliflower - JDOEVDKM_CDS_0074,coliflower - JDOEVDKM_CDS_0074 - hypothetical protein
patchman,Patchman_contig_1,39524,40514,coliflower,Coliflower_contig_1,39515,39986,100,1.46E-91,DNA primase,QLZSKYRQ_CDS_0075,DNA primase,JDOEVDKM_CDS_0078,patchman - QLZSKYRQ_CDS_0075,patchman - QLZSKYRQ_CDS_0075 - DNA primase,coliflower - JDOEVDKM_CDS_0078,coliflower - JDOEVDKM_CDS_0078 - DNA primase
patchman,Patchman_contig_1,41937,42144,coliflower,Coliflower_contig_1,41925,42069,93.3,5.15E-25,hypothetical protein,QLZSKYRQ_CDS_0077,hypothetical protein,JDOEVDKM_CDS_0082,patchman - QLZSKYRQ_CDS_0077,patchman - QLZSKYRQ_CDS_0077 - hypothetical protein,coliflower - JDOEVDKM_CDS_0082,coliflower - JDOEVDKM_CDS_0082 - hypothetical protein
patchman,Patchman_contig_1,42437,42953,coliflower,Coliflower_contig_1,42425,42941,100,1.54E-119,hypothetical protein,QLZSKYRQ_CDS_0079,hypothetical protein,JDOEVDKM_CDS_0085,patchman - QLZSKYRQ_CDS_0079,patchman - QLZSKYRQ_CDS_0079 - hypothetical protein,coliflower - JDOEVDKM_CDS_0085,coliflower - JDOEVDKM_CDS_0085 - hypothetical protein
patchman,Patchman_contig_1,0,1002,gadget,Gadget_contig_1,0,792,98.8,7.98E-191,terminase large subunit,QLZSKYRQ_CDS_0001,terminase large subunit,IFXVGPNG_CDS_0001,patchman - QLZSKYRQ_CDS_0001,patchman - QLZSKYRQ_CDS_0001 - terminase large subunit,gadget - IFXVGPNG_CDS_0001,gadget - IFXVGPNG_CDS_0001 - terminase large subunit
patchman,Patchman_contig_1,1483,2524,gadget,Gadget_contig_1,1483,2461,99,1.41E-225,portal protein,QLZSKYRQ_CDS_0004,portal protein,IFXVGPNG_CDS_0005,patchman - QLZSKYRQ_CDS_0004,patchman - QLZSKYRQ_CDS_0004 - portal protein,gadget - IFXVGPNG_CDS_0005,gadget - IFXVGPNG_CDS_0005 - portal protein
patchman,Patchman_contig_1,2589,3021,gadget,Gadget_contig_1,2866,3019,100,7.97E-30,portal protein,QLZSKYRQ_CDS_0005,hypothetical protein,IFXVGPNG_CDS_0007,patchman - QLZSKYRQ_CDS_0005,patchman - QLZSKYRQ_CDS_0005 - portal protein,gadget - IFXVGPNG_CDS_0007,gadget - IFXVGPNG_CDS_0007 - hypothetical protein
patchman,Patchman_contig_1,3415,3856,gadget,Gadget_contig_1,3413,3854,99.3,4.70E-95,head scaffolding protein,QLZSKYRQ_CDS_0007,head scaffolding protein,IFXVGPNG_CDS_0009,patchman - QLZSKYRQ_CDS_0007,patchman - QLZSKYRQ_CDS_0007 - head scaffolding protein,gadget - IFXVGPNG_CDS_0009,gadget - IFXVGPNG_CDS_0009 - head scaffolding protein
patchman,Patchman_contig_1,4091,4826,gadget,Gadget_contig_1,4089,4824,99.5,6.36E-166,major head protein,QLZSKYRQ_CDS_0009,major head protein,IFXVGPNG_CDS_0011,patchman - QLZSKYRQ_CDS_0009,patchman - QLZSKYRQ_CDS_0009 - major head protein,gadget - IFXVGPNG_CDS_0011,gadget - IFXVGPNG_CDS_0011 - major head protein
